Displaying Data Collected From https://khro.health.go.ke/#/covid_19_tracker. Some Days are missing on the site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Nairobi cases by day,Date,Mombasa,Date,Baringo,Date,Bomet,Date,Bungoma,Date,Busia,Date,Elgeyo-Marakwet,Date,Embu,Date,Garissa,Date,Homa Bay,Date,Isiolo,Date,Kajiado,Date,Kakamega,Date,Kericho(Number of Cases),Date,Kiambu,Date,Kilifi,Date,Kirinyaga,Date,Kisii,Date,Kisumu,Date,Kitui,Date,Kwale,Date,Laikipia,Date,Lamu,Date`,Machakos,Date,Makueni,Date,Mandera,Date,Marsabit,Date,Meru,Date,Migori,Date,Murang'a,Date,Nakuru,Date,Nandi,Date,Narok,Date,Nyamira,Date,Nyandarua,Date,Nyeri,Date,Samburu,Date,Siaya,Date,Taita Taveta,Date,Tharaka-Nithi,Date,Trans Nzoia,Date,Turkana,Date,Uasin Gishu,Date,Vihiga,Date,Wajir,Date,West Pokot
14.05.2021,69,14.05.2021,7,,,,,,,29.05.2021,32,,,,,07.08.2021,10,,,,,22.05.2021,2,19.07.2021,2,22.07.2021,10,23.05.2021,4,02.06.2021,18,,,01.08.2021,2,30.05.2021,3,,,,,03.08.2021,8,,,26.05.2021,2,,,,,,,08.06.2021,7,,,10.06.2021,4,31.05.2021,3,,,,,,,,,27.06.2021,1,,,04.08.2021,6,,,,,,,,,02.06.2021,10,,,,,,
15.05.2021,27,16.05.2021,22,,,,,,,31.05.2021,7,,,,,,,,,,,25.05.2021,9,22.07.2021,7,23.07.2021,11,25.05.2021,11,04.06.2021,33,,,02.08.2021,2,31.05.2021,68,,,,,04.08.2021,10,,,27.05.2021,1,,,,,,,10.06.2021,2,,,11.06.2021,2,02.06.2021,19,,,,,,,,,28.06.2021,2,,,05.08.2021,5,,,,,,,,,03.06.2021,7,,,,,,
17.05.2021,77,17.05.2021,27,,,,,,,02.06.2021,3,,,,,,,,,,,26.05.2021,1,23.07.2021,1,24.07.2021,2,26.05.2021,8,06.06.2021,3,,,03.08.2021,1,01.06.2021,32,,,,,05.08.2021,9,,,28.05.2021,4,,,,,,,11.06.2021,1,,,14.06.2021,1,03.06.2021,7,,,,,,,,,01.07.2021,13,,,06.08.2021,9,,,,,,,,,04.06.2021,22,,,,,,
19.05.2021,112,19.05.2021,10,,,,,,,03.06.2021,13,,,,,,,,,,,29.05.2021,1,24.07.2021,2,26.07.2021,13,28.05.2021,5,07.06.2021,3,,,04.08.2021,21,02.06.2021,145,,,,,06.08.2021,4,,,30.05.2021,1,,,,,,,12.06.2021,9,,,15.06.2021,1,04.06.2021,10,,,,,,,,,02.07.2021,1,,,07.08.2021,2,,,,,,,,,05.06.2021,21,,,,,,
20.05.2021,98,21.05.2021,39,,,,,,,04.06.2021,15,,,,,,,,,,,30.05.2021,2,25.07.2021,4,27.07.2021,14,29.05.2021,8,08.06.2021,6,,,05.08.2021,23,03.06.2021,30,,,,,07.08.2021,4,,,31.05.2021,,,,,,,,13.06.2021,3,,,16.06.2021,3,06.06.2021,4,,,,,,,,,05.07.2021,4,,,,,,,,,,,,,07.06.2021,16,,,,,,
22.05.2021,69,22.05.2021,27,,,,,,,05.06.2021,17,,,,,,,,,,,31.05.2021,3,26.07.2021,4,28.07.2021,6,31.05.2021,12,09.06.2021,7,,,06.08.2021,3,06.06.2021,6,,,,,08.08.2021,2,,,01.06.2021,4,,,,,,,14.06.2021,6,,,17.06.2021,2,07.06.2021,14,,,,,,,,,07.07.2021,9,,,,,,,,,,,,,08.06.2021,37,,,,,,
24.05.2021,33,24.05.2021,21,,,,,,,07.06.2021,3,,,,,,,,,,,02.06.2021,5,27.07.2021,2,29.07.2021,12,01.06.2021,3,10.06.2021,4,,,07.08.2021,2,07.06.2021,130,,,,,,,,,04.06.2021,,,,,,,,16.06.2021,11,,,18.06.2021,4,08.06.2021,17,,,,,,,,,08.07.2021,6,,,,,,,,,,,,,09.06.2021,39,,,,,,
25.05.2021,111,25.05.2021,38,,,,,,,08.06.2021,32,,,,,,,,,,,03.06.2021,1,28.07.2021,5,30.07.2021,16,03.06.2021,8,13.06.2021,8,,,,,08.06.2021,100,,,,,,,,,05.06.2021,1,,,,,,,17.06.2021,8,,,19.06.2021,1,10.06.2021,14,,,,,,,,,09.07.2021,22,,,,,,,,,,,,,11.06.2021,6,,,,,,
27.05.2021,77,27.05.2021,14,,,,,,,09.06.2021,58,,,,,,,,,,,05.06.2021,1,29.07.2021,3,31.07.2021,5,04.06.2021,8,14.06.2021,26,,,,,09.06.2021,70,,,,,,,,,06.06.2021,6,,,,,,,18.06.2021,6,,,22.06.2021,5,11.06.2021,22,,,,,,,,,10.07.2021,11,,,,,,,,,,,,,12.06.2021,3,,,,,,
29.05.2021,58,29.05.2021,10,,,,,,,10.06.2021,72,,,,,,,,,,,06.06.2021,2,30.07.2021,4,01.08.2021,1,06.06.2021,4,15.06.2021,5,,,,,10.06.2021,35,,,,,,,,,08.06.2021,1,,,,,,,19.06.2021,7,,,23.06.2021,3,12.06.2021,4,,,,,,,,,11.07.2021,1,,,,,,,,,,,,,13.06.2021,37,,,,,,
30.05.2021,30,30.05.2021,5,,,,,,,11.06.2021,14,,,,,,,,,,,07.06.2021,6,31.07.2021,4,02.08.2021,15,07.06.2021,11,16.06.2021,19,,,,,11.06.2021,29,,,,,,,,,09.06.2021,3,,,,,,,21.06.2021,3,,,24.06.2021,3,14.06.2021,10,,,,,,,,,12.07.2021,1,,,,,,,,,,,,,14.06.2021,9,,,,,,
01.06.2021,38,01.06.2021,2,,,,,,,13.06.2021,9,,,,,,,,,,,09.06.2021,2,01.08.2021,4,03.08.2021,8,09.06.2021,16,17.06.2021,11,,,,,12.06.2021,3,,,,,,,,,10.06.2021,1,,,,,,,23.06.2021,10,,,26.06.2021,3,15.06.2021,14,,,,,,,,,13.07.2021,2,,,,,,,,,,,,,16.06.2021,11,,,,,,
03.06.2021,67,02.06.2021,26,,,,,,,15.06.2021,24,,,,,,,,,,,10.06.2021,3,02.08.2021,5,04.08.2021,10,10.06.2021,7,19.06.2021,6,,,,,14.06.2021,66,,,,,,,,,13.06.2021,5,,,,,,,24.06.2021,14,,,29.06.2021,7,17.06.2021,16,,,,,,,,,14.07.2021,45,,,,,,,,,,,,,17.06.2021,24,,,,,,
04.06.2021,53,05.06.2021,2,,,,,,,16.06.2021,69,,,,,,,,,,,13.06.2021,3,03.08.2021,2,05.08.2021,18,12.06.2021,8,21.06.2021,11,,,,,15.06.2021,48,,,,,,,,,14.06.2021,2,,,,,,,25.06.2021,2,,,30.06.2021,2,18.06.2021,5,,,,,,,,,15.07.2021,6,,,,,,,,,,,,,18.06.2021,17,,,,,,
06.06.2021,49,07.06.2021,24,,,,,,,17.06.2021,41,,,,,,,,,,,14.06.2021,2,04.08.2021,3,06.08.2021,9,13.06.2021,4,22.06.2021,6,,,,,16.06.2021,102,,,,,,,,,15.06.2021,7,,,,,,,26.06.2021,4,,,01.07.2021,3,19.06.2021,5,,,,,,,,,16.07.2021,86,,,,,,,,,,,,,20.06.2021,15,,,,,,
08.06.2021,91,08.06.2021,17,,,,,,,18.06.2021,69,,,,,,,,,,,15.06.2021,2,05.08.2021,4,07.08.2021,1,15.06.2021,2,23.06.2021,17,,,,,17.06.2021,92,,,,,,,,,18.06.2021,1,,,,,,,28.06.2021,1,,,02.07.2021,4,21.06.2021,25,,,,,,,,,17.07.2021,3,,,,,,,,,,,,,21.06.2021,4,,,,,,
09.06.2021,152,10.06.2021,23,,,,,,,19.06.2021,10,,,,,,,,,,,17.06.2021,8,06.08.2021,5,,,16.06.2021,4,25.06.2021,16,,,,,18.06.2021,72,,,,,,,,,19.06.2021,2,,,,,,,29.06.2021,2,,,03.07.2021,1,22.06.2021,11,,,,,,,,,18.07.2021,19,,,,,,,,,,,,,22.06.2021,19,,,,,,
11.06.2021,47,11.06.2021,27,,,,,,,21.06.2021,39,,,,,,,,,,,18.06.2021,7,07.08.2021,2,,,18.06.2021,6,26.06.2021,4,,,,,19.06.2021,24,,,,,,,,,20.06.2021,1,,,,,,,30.06.2021,1,,,04.07.2021,2,23.06.2021,13,,,,,,,,,19.07.2021,2,,,,,,,,,,,,,23.06.2021,27,,,,,,
13.06.2021,130,13.06.2021,9,,,,,,,23.06.2021,92,,,,,,,,,,,20.06.2021,4,,,,,19.06.2021,2,28.06.2021,38,,,,,20.06.2021,1,,,,,,,,,22.06.2021,7,,,,,,,01.07.2021,1,,,05.07.2021,5,25.06.2021,7,,,,,,,,,20.07.2021,3,,,,,,,,,,,,,25.06.2021,30,,,,,,
14.06.2021,116,15.06.2021,28,,,,,,,24.06.2021,46,,,,,,,,,,,21.06.2021,7,,,,,21.06.2021,8,29.06.2021,35,,,,,22.06.2021,66,,,,,,,,,23.06.2021,3,,,,,,,02.07.2021,3,,,06.07.2021,4,26.06.2021,9,,,,,,,,,21.07.2021,9,,,,,,,,,,,,,26.06.2021,14,,,,,,
16.06.2021,78,16.06.2021,39,,,,,,,25.06.2021,43,,,,,,,,,,,22.06.2021,5,,,,,22.06.2021,38,30.06.2021,4,,,,,23.06.2021,51,,,,,,,,,24.06.2021,14,,,,,,,03.07.2021,2,,,07.07.2021,2,27.06.2021,7,,,,,,,,,22.07.2021,1,,,,,,,,,,,,,27.06.2021,9,,,,,,
18.06.2021,74,18.06.2021,38,,,,,,,26.06.2021,1,,,,,,,,,,,24.06.2021,6,,,,,24.06.2021,16,02.07.2021,28,,,,,24.06.2021,67,,,,,,,,,28.06.2021,14,,,,,,,04.07.2021,1,,,08.07.2021,6,29.06.2021,23,,,,,,,,,23.07.2021,35,,,,,,,,,,,,,29.06.2021,32,,,,,,
19.06.2021,88,19.06.2021,19,,,,,,,27.06.2021,9,,,,,,,,,,,25.06.2021,14,,,,,25.06.2021,5,03.07.2021,5,,,,,25.06.2021,38,,,,,,,,,29.06.2021,3,,,,,,,06.07.2021,1,,,09.07.2021,4,30.06.2021,6,,,,,,,,,24.07.2021,46,,,,,,,,,,,,,30.06.2021,37,,,,,,
21.06.2021,111,21.06.2021,43,,,,,,,28.06.2021,76,,,,,,,,,,,27.06.2021,56,,,,,27.06.2021,3,04.07.2021,5,,,,,26.06.2021,12,,,,,,,,,01.07.2021,2,,,,,,,07.07.2021,3,,,10.07.2021,6,01.07.2021,14,,,,,,,,,25.07.2021,1,,,,,,,,,,,,,01.07.2021,30,,,,,,
23.06.2021,146,23.06.2021,47,,,,,,,30.06.2021,24,,,,,,,,,,,28.06.2021,6,,,,,28.06.2021,11,05.07.2021,43,,,,,28.06.2021,38,,,,,,,,,02.07.2021,3,,,,,,,08.07.2021,1,,,11.07.2021,3,03.07.2021,21,,,,,,,,,26.07.2021,12,,,,,,,,,,,,,02.07.2021,43,,,,,,
24.06.2021,115,24.06.2021,55,,,,,,,01.07.2021,12,,,,,,,,,,,29.06.2021,3,,,,,29.06.2021,12,06.07.2021,25,,,,,29.06.2021,23,,,,,,,,,04.07.2021,11,,,,,,,10.07.2021,2,,,12.07.2021,8,04.07.2021,3,,,,,,,,,27.07.2021,8,,,,,,,,,,,,,05.07.2021,34,,,,,,
26.06.2021,56,26.06.2021,3,,,,,,,02.07.2021,38,,,,,,,,,,,02.07.2021,6,,,,,01.07.2021,21,08.07.2021,15,,,,,01.07.2021,32,,,,,,,,,06.07.2021,6,,,,,,,12.07.2021,1,,,13.07.2021,4,05.07.2021,11,,,,,,,,,28.07.2021,9,,,,,,,,,,,,,06.07.2021,41,,,,,,
28.06.2021,188,28.06.2021,17,,,,,,,03.07.2021,17,,,,,,,,,,,04.07.2021,3,,,,,02.07.2021,30,09.07.2021,11,,,,,02.07.2021,24,,,,,,,,,07.07.2021,5,,,,,,,13.07.2021,4,,,15.07.2021,13,07.07.2021,24,,,,,,,,,29.07.2021,3,,,,,,,,,,,,,07.07.2021,31,,,,,,
29.06.2021,137,30.06.2021,27,,,,,,,05.07.2021,18,,,,,,,,,,,06.07.2021,11,,,,,04.07.2021,4,10.07.2021,2,,,,,03.07.2021,9,,,,,,,,,08.07.2021,1,,,,,,,14.07.2021,1,,,16.07.2021,7,08.07.2021,13,,,,,,,,,30.07.2021,139,,,,,,,,,,,,,09.07.2021,39,,,,,,
01.07.2021,161,02.07.2021,1,,,,,,,06.07.2021,12,,,,,,,,,,,07.07.2021,2,,,,,05.07.2021,19,11.07.2021,1,,,,,05.07.2021,13,,,,,,,,,10.07.2021,3,,,,,,,15.07.2021,2,,,17.07.2021,1,09.07.2021,30,,,,,,,,,31.07.2021,9,,,,,,,,,,,,,10.07.2021,1,,,,,,
03.07.2021,64,03.07.2021,31,,,,,,,08.07.2021,27,,,,,,,,,,,08.07.2021,13,,,,,07.07.2021,31,13.07.2021,10,,,,,06.07.2021,20,,,,,,,,,11.07.2021,9,,,,,,,16.07.2021,1,,,18.07.2021,2,11.07.2021,7,,,,,,,,,01.08.2021,9,,,,,,,,,,,,,11.07.2021,2,,,,,,
05.07.2021,155,05.07.2021,16,,,,,,,09.07.2021,50,,,,,,,,,,,10.07.2021,4,,,,,08.07.2021,26,14.07.2021,33,,,,,07.07.2021,10,,,,,,,,,12.07.2021,8,,,,,,,17.07.2021,3,,,19.07.2021,10,12.07.2021,35,,,,,,,,,02.08.2021,54,,,,,,,,,,,,,12.07.2021,45,,,,,,
06.07.2021,124,07.07.2021,37,,,,,,,12.07.2021,18,,,,,,,,,,,11.07.2021,3,,,,,10.07.2021,16,15.07.2021,224,,,,,08.07.2021,9,,,,,,,,,14.07.2021,6,,,,,,,18.07.2021,6,,,20.07.2021,5,13.07.2021,54,,,,,,,,,03.08.2021,4,,,,,,,,,,,,,14.07.2021,32,,,,,,
08.07.2021,169,08.07.2021,36,,,,,,,13.07.2021,1,,,,,,,,,,,13.07.2021,6,,,,,11.07.2021,10,16.07.2021,6,,,,,09.07.2021,12,,,,,,,,,15.07.2021,11,,,,,,,19.07.2021,3,,,21.07.2021,9,15.07.2021,32,,,,,,,,,04.08.2021,77,,,,,,,,,,,,,15.07.2021,36,,,,,,
10.07.2021,164,10.07.2021,5,,,,,,,14.07.2021,11,,,,,,,,,,,14.07.2021,21,,,,,13.07.2021,40,17.07.2021,31,,,,,13.07.2021,20,,,,,,,,,16.07.2021,24,,,,,,,22.07.2021,3,,,22.07.2021,15,16.07.2021,27,,,,,,,,,05.08.2021,20,,,,,,,,,,,,,16.07.2021,24,,,,,,
11.07.2021,128,12.07.2021,35,,,,,,,15.07.2021,3,,,,,,,,,,,16.07.2021,11,,,,,14.07.2021,34,19.07.2021,11,,,,,14.07.2021,11,,,,,,,,,18.07.2021,36,,,,,,,23.07.2021,2,,,23.07.2021,12,17.07.2021,23,,,,,,,,,06.08.2021,77,,,,,,,,,,,,,17.07.2021,2,,,,,,
13.07.2021,178,14.07.2021,87,,,,,,,17.07.2021,24,,,,,,,,,,,17.07.2021,3,,,,,16.07.2021,72,20.07.2021,84,,,,,15.07.2021,7,,,,,,,,,19.07.2021,8,,,,,,,24.07.2021,2,,,24.07.2021,9,19.07.2021,30,,,,,,,,,07.08.2021,9,,,,,,,,,,,,,20.07.2021,3,,,,,,
15.07.2021,183,16.07.2021,67,,,,,,,19.07.2021,19,,,,,,,,,,,18.07.2021,2,,,,,17.07.2021,10,21.07.2021,71,,,,,16.07.2021,4,,,,,,,,,20.07.2021,5,,,,,,,25.07.2021,1,,,25.07.2021,8,20.07.2021,21,,,,,,,,,08.08.2021,11,,,,,,,,,,,,,21.07.2021,45,,,,,,
16.07.2021,229,17.07.2021,41,,,,,,,22.07.2021,20,,,,,,,,,,,20.07.2021,6,,,,,19.07.2021,41,22.07.2021,36,,,,,19.07.2021,8,,,,,,,,,22.07.2021,24,,,,,,,26.07.2021,2,,,26.07.2021,18,22.07.2021,32,,,,,,,,,,,,,,,,,,,,,,,22.07.2021,29,,,,,,
18.07.2021,256,19.07.2021,52,,,,,,,23.07.2021,66,,,,,,,,,,,21.07.2021,11,,,,,20.07.2021,20,23.07.2021,23,,,,,20.07.2021,1,,,,,,,,,23.07.2021,29,,,,,,,27.07.2021,4,,,27.07.2021,24,23.07.2021,46,,,,,,,,,,,,,,,,,,,,,,,24.07.2021,66,,,,,,
20.07.2021,334,20.07.2021,2,,,,,,,24.07.2021,5,,,,,,,,,,,23.07.2021,8,,,,,22.07.2021,59,25.07.2021,24,,,,,21.07.2021,9,,,,,,,,,24.07.2021,10,,,,,,,28.07.2021,3,,,28.07.2021,16,24.07.2021,17,,,,,,,,,,,,,,,,,,,,,,,25.07.2021,10,,,,,,
21.07.2021,319,22.07.2021,60,,,,,,,25.07.2021,4,,,,,,,,,,,24.07.2021,6,,,,,23.07.2021,58,26.07.2021,39,,,,,23.07.2021,6,,,,,,,,,26.07.2021,21,,,,,,,29.07.2021,1,,,29.07.2021,25,26.07.2021,27,,,,,,,,,,,,,,,,,,,,,,,26.07.2021,36,,,,,,
23.07.2021,397,24.07.2021,26,,,,,,,27.07.2021,26,,,,,,,,,,,25.07.2021,8,,,,,25.07.2021,38,27.07.2021,87,,,,,24.07.2021,4,,,,,,,,,27.07.2021,18,,,,,,,30.07.2021,6,,,30.07.2021,10,27.07.2021,42,,,,,,,,,,,,,,,,,,,,,,,27.07.2021,37,,,,,,
25.07.2021,394,25.07.2021,1,,,,,,,28.07.2021,21,,,,,,,,,,,27.07.2021,56,,,,,26.07.2021,48,28.07.2021,37,,,,,26.07.2021,9,,,,,,,,,28.07.2021,12,,,,,,,31.07.2021,1,,,31.07.2021,19,28.07.2021,33,,,,,,,,,,,,,,,,,,,,,,,29.07.2021,29,,,,,,
26.07.2021,460,27.07.2021,46,,,,,,,29.07.2021,12,,,,,,,,,,,28.07.2021,29,,,,,28.07.2021,34,30.07.2021,60,,,,,27.07.2021,2,,,,,,,,,30.07.2021,19,,,,,,,01.08.2021,1,,,01.08.2021,10,30.07.2021,66,,,,,,,,,,,,,,,,,,,,,,,30.07.2021,34,,,,,,
28.07.2021,489,28.07.2021,77,,,,,,,30.07.2021,21,,,,,,,,,,,30.07.2021,42,,,,,29.07.2021,73,31.07.2021,16,,,,,28.07.2021,10,,,,,,,,,31.07.2021,17,,,,,,,02.08.2021,2,,,02.08.2021,22,31.07.2021,16,,,,,,,,,,,,,,,,,,,,,,,31.07.2021,4,,,,,,
30.07.2021,417,30.07.2021,96,,,,,,,31.07.2021,5,,,,,,,,,,,31.07.2021,10,,,,,31.07.2021,50,01.08.2021,1,,,,,29.07.2021,5,,,,,,,,,01.08.2021,4,,,,,,,03.08.2021,5,,,03.08.2021,25,01.08.2021,3,,,,,,,,,,,,,,,,,,,,,,,02.08.2021,36,,,,,,
31.07.2021,215,01.08.2021,34,,,,,,,01.08.2021,7,,,,,,,,,,,01.08.2021,4,,,,,01.08.2021,19,02.08.2021,43,,,,,30.07.2021,10,,,,,,,,,03.08.2021,40,,,,,,,04.08.2021,17,,,04.08.2021,33,03.08.2021,86,,,,,,,,,,,,,,,,,,,,,,,03.08.2021,26,,,,,,
02.08.2021,401,02.08.2021,56,,,,,,,04.08.2021,35,,,,,,,,,,,03.08.2021,59,,,,,03.08.2021,83,03.08.2021,27,,,,,03.08.2021,4,,,,,,,,,04.08.2021,13,,,,,,,05.08.2021,11,,,05.08.2021,44,04.08.2021,82,,,,,,,,,,,,,,,,,,,,,,,04.08.2021,43,,,,,,
04.08.2021,605,04.08.2021,101,,,,,,,05.08.2021,55,,,,,,,,,,,04.08.2021,39,,,,,04.08.2021,187,05.08.2021,44,,,,,04.08.2021,5,,,,,,,,,05.08.2021,57,,,,,,,06.08.2021,14,,,06.08.2021,55,05.08.2021,71,,,,,,,,,,,,,,,,,,,,,,,05.08.2021,32,,,,,,
05.08.2021,674,05.08.2021,74,,,,,,,06.08.2021,16,,,,,,,,,,,06.08.2021,44,,,,,06.08.2021,92,06.08.2021,25,,,,,06.08.2021,2,,,,,,,,,07.08.2021,13,,,,,,,07.08.2021,7,,,07.08.2021,21,07.08.2021,30,,,,,,,,,,,,,,,,,,,,,,,07.08.2021,18,,,,,,
07.08.2021,286,07.08.2021,102,,,,,,,07.08.2021,1,,,,,,,,,,,07.08.2021,22,,,,,07.08.2021,101,07.08.2021,18,,,,,07.08.2021,1,,,,,,,,,08.08.2021,21,,,,,,,08.08.2021,19,,,08.08.2021,23,08.08.2021,14,,,,,,,,,,,,,,,,,,,,,,,08.08.2021,20,,,,,,
