,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nairobi,,Mombasa,,Baringo,,Bomet,,Bungoma,,Busia,,Elgeyo-Marakwet,,Embu,,Garissa,,Homa Bay,,Isiolo,,Kajiado,,Kakamega,,Kericho,,Kiambu,,Kilifi,,Kirinyaga,,Kisii,,Kisumu,,Kitui,,Kwale,,Laikipia,,Lamu,,Machakos,,Makueni,,Mandera,,Marsabit,,Meru,,Migori,,Murang'a,,Nakuru,,Nandi,,Narok,,Nyamira,,Nyandarua,,Nyeri,,Samburu,,Siaya,,Taita–Taveta,,Tharaka-Nithi,,Trans-Nzoia,,Turkana,,Uasin Gishu,,Vihiga,,Wajir,,West Pokot,
Date,Cases,Deaths,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death,Cases,Death
16.09.2020,64,6,20,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,11,0,1,0,2,0,0,0,7,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,16,1,5,0,0,0,0,0,0,0,0,0
17.09.2020,0,9,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,1,0,6,0,0,0,0,0,0,0,5,1,4,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,3,0,0,0,8,1,0,0,0,0,0,0
18.09.2020,35,3,6,0,0,0,4,1,8,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19.09.2020,0,5,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,20,0,0,0,0,0,20,0,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,1,0,2,0,0,0,0,0,0
20.09.2020,32,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
21.09.2020,50,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,2,1,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.09.2020,0,3,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0
23.09.2020,14,8,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,9,0,0,0,0,1,0,0,6,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,8,0,1,0,24,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,5,2,1,0,0,0,2,0
24.09.2020,0,4,21,1,0,0,1,0,0,0,10,0,0,0,0,0,6,0,1,0,0,0,11,0,1,0,2,0,0,1,1,0,0,0,28,0,19,0,0,0,0,0,2,0,0,0,7,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0
25.09.2020,42,3,0,0,0,0,0,0,2,0,22,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,10,2,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,14,0,0,1,0,0,0,0,6,0
26.09.2020,63,5,13,2,0,0,0,0,1,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,5,1,11,1,0,0,0,0,23,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,58,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,7,0,7,0,2,0,0,0,1,0,0,0
27.09.2020,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
28.09.2020,53,1,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,0,36,0,21,0,6,0,0,0,8,0,10,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
29.09.2020,0,6,0,0,0,0,5,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,5,0,2,0,0,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,2,0,24,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0
30.09.2020,58,2,22,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,7,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0
01.10.2020,37,4,0,1,1,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,11,0,1,0,7,1,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,75,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,8,0,1,0,0,0,0,0
02.10.2020,0,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,5,0,1,0,0,0,5,1,11,0,0,0,12,1,37,0,4,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,8,0,1,0,2,0,3,0
03.10.2020,70,10,15,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,7,0,10,0,0,0,1,0,1,0,0,0,15,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,44,1,3,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,2,1,0,0,0,0,0,0
04.10.2020,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05.10.2020,64,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,34,0,6,2,0,0,1,0,0,0
06.10.2020,109,4,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,15,0,16,0,0,0,0,0,5,0,,0,2,0,0,0,0,0,1,0,10,0,2,0,0,0,37,0,1,0,16,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,32,0,0,0,0,1,0,0,1,0,0,0
07.10.2020,0,4,59,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,1,0,0,0,2,0,2,0,0,0,13,0,3,0,0,0,10,0,15,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0
08.10.2020,81,9,0,0,10,0,1,1,1,0,0,0,1,0,19,0,12,0,0,0,0,0,0,0,1,0,10,0,9,2,8,0,1,0,13,0,20,0,1,0,2,0,5,0,0,0,2,0,0,1,0,0,0,0,14,0,2,0,2,0,92,4,2,0,0,0,0,0,1,0,0,0,0,0,11,0,4,0,0,0,14,0,5,0,22,0,2,0,0,0,1,0
09.10.2020,0,12,33,0,0,0,0,0,118,0,0,0,1,0,0,0,9,0,0,0,4,0,0,1,6,1,0,2,0,0,0,0,0,0,13,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0,2,0,0,0,48,1,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,36,0,16,1,0,0,0,0,0,0
10.10.2020,84,13,0,1,0,0,0,0,8,0,10,0,0,0,0,2,5,0,0,0,0,0,3,0,0,2,11,0,28,1,0,0,0,0,0,1,17,0,0,0,2,0,0,0,0,0,7,0,2,0,0,0,0,0,10,1,0,0,0,0,85,3,2,0,0,0,3,0,2,0,3,0,0,0,2,0,0,0,3,0,49,0,0,0,0,1,0,0,3,0,0,0
11.10.2020,34,8,11,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.10.2020,0,,29,1,0,0,0,0,0,0,24,0,0,0,5,0,1,0,4,0,2,0,2,2,8,0,0,1,0,0,6,0,1,0,21,0,19,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,30,0,1,0,1,0,0,0
13.10.2020,127,4,0,0,0,0,0,1,0,0,35,0,0,0,2,0,7,1,0,0,0,0,16,0,12,0,0,0,25,1,1,0,2,0,24,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,6,0,113,0,13,0,2,0,1,0,1,0,5,0,0,0,7,0,2,0,1,0,25,0,4,0,33,1,0,0,1,0,5,0
14.10.2020,0,16,44,0,6,0,2,0,12,0,7,0,0,0,2,0,6,0,0,0,0,0,0,0,28,0,32,1,11,1,46,1,0,0,21,1,46,0,0,0,0,0,13,0,,0,24,0,0,0,0,0,0,0,1,0,0,0,1,0,47,2,10,0,1,0,5,0,12,0,2,0,1,0,2,0,0,0,0,0,0,0,25,0,47,3,2,0,0,0,5,0
15.10.2020,136,15,5,0,0,0,6,1,0,0,16,0,2,0,17,0,0,0,0,0,0,0,15,0,0,1,21,0,0,1,29,0,0,1,0,0,26,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,9,0,14,0,1,0,66,3,8,0,0,0,3,0,2,0,6,0,0,0,1,0,0,0,2,0,0,0,2,0,21,4,0,0,2,1,0,0
16.10.2020,121,8,0,0,3,0,5,0,21,0,0,0,1,0,3,0,20,0,10,0,6,0,10,0,32,0,29,0,13,0,0,0,1,0,11,0,26,1,0,0,2,0,9,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,6,0,0,1,1,1,4,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,16,0,0,2,0,0,0,0,6,0
17.10.2020,0,14,73,0,5,0,0,0,8,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,30,0,0,0,0,1,37,0,27,0,1,0,2,0,6,0,0,0,6,0,2,0,0,0,0,0,3,2,0,0,3,0,127,0,18,0,0,0,10,0,0,0,14,0,0,0,1,0,9,0,0,0,62,1,14,1,7,1,1,1,0,0,0,0
18.10.2020,99,14,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,8,0,7,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0
19.10.2020,0,9,38,0,0,0,0,0,2,0,16,0,2,0,0,0,0,0,0,0,3,0,13,0,4,0,41,1,4,2,4,0,4,0,2,0,24,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,8,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,10,0,1,0,116,1,2,0,0,0,4,0
20.10.2020,228,14,51,0,0,0,0,0,0,0,19,0,2,0,10,0,0,0,1,1,0,1,11,0,1,0,0,0,5,0,6,0,0,0,2,0,4,1,0,0,0,0,28,0,0,0,0,2,3,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
21.10.2020,337,16,0,0,3,0,15,1,3,0,5,0,1,0,1,0,15,0,0,0,5,0,0,0,47,2,50,0,0,0,6,0,3,1,30,0,59,1,0,0,0,0,26,0,,0,14,1,0,0,0,0,0,0,18,1,9,0,2,0,133,3,48,0,4,0,6,0,1,0,4,0,0,0,5,0,1,0,0,0,3,0,22,0,50,2,0,0,0,0,12,0
22.10.2020,0,9,81,0,0,0,0,0,23,0,12,0,6,0,0,0,0,0,12,0,1,0,11,0,3,0,0,4,15,1,49,0,0,0,12,1,33,0,0,0,1,0,0,0,0,0,18,1,1,0,0,0,0,0,10,0,0,0,2,0,3,1,2,0,3,0,2,0,3,0,14,0,0,0,7,0,0,0,1,0,12,0,6,0,29,0,2,0,1,0,0,0
23.10.2020,186,8,39,0,5,0,9,0,14,0,0,0,7,0,0,0,0,0,0,0,5,0,2,0,48,0,29,3,12,0,2,0,0,0,19,4,37,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,14,0,17,0,20,0,3,0,147,0,9,0,2,0,0,0,0,0,3,0,2,0,9,0,1,0,2,0,22,0,28,0,181,0,10,0,2,0,15,0
24.10.2020,0,14,0,1,0,0,0,0,0,0,19,0,0,0,2,0,10,0,2,0,3,0,0,0,24,0,60,0,0,1,0,1,4,0,12,0,39,0,18,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,2,2,1,1,9,0,0,3,6,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,47,0,24,3,3,0,1,0,0,0
25.10.2020,51,8,71,0,0,0,0,1,0,0,20,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,3,0,21,0,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0
26.10.2020,556,10,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,12,0,2,0,0,0,32,0,1,0,0,0,3,1,7,1,0,0,0,0,22,0,0,0,8,1,0,0,0,0,0,0,6,0,0,0,7,0,24,2,5,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0
27.10.2020,0,9,117,1,3,0,18,0,66,0,9,0,0,0,0,0,9,0,0,0,14,0,9,0,5,1,73,0,101,1,41,0,6,0,30,0,0,1,0,0,4,0,9,0,0,0,12,0,0,0,0,0,0,0,14,0,1,0,10,0,0,0,10,0,2,0,6,0,2,0,16,0,5,0,18,0,2,0,6,0,3,0,2,0,55,1,5,0,6,0,16,0
28.10.2020,394,24,55,1,0,0,1,1,0,0,21,0,0,0,11,0,0,1,6,0,0,0,0,0,1,1,0,3,0,2,30,0,8,0,0,0,0,0,0,0,5,1,0,0,,0,12,0,0,0,0,0,0,0,2,2,14,0,1,1,12,1,1,0,0,0,0,0,3,0,3,1,0,0,1,0,1,0,2,0,12,1,0,0,103,2,3,1,2,0,2,0
29.10.2020,0,14,0,0,0,0,22,1,16,0,14,0,3,0,2,0,1,0,2,0,0,0,20,2,39,1,39,0,94,1,0,1,1,0,27,0,61,1,1,0,2,1,3,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,2,0,157,2,2,0,25,0,6,0,8,0,0,0,0,0,19,0,1,0,0,0,22,0,0,0,51,1,6,0,0,0,0,0
30.10.2020,568,15,145,1,2,2,6,1,13,0,14,0,3,0,2,1,0,0,4,0,0,0,23,0,15,1,30,0,144,2,41,0,1,0,7,0,19,0,0,1,4,0,27,1,0,0,24,0,1,0,0,0,0,0,18,0,1,0,6,0,149,0,3,0,1,0,2,0,1,0,11,0,12,0,10,0,6,0,9,1,1,0,0,2,0,2,0,0,9,0,0,0
31.10.2020,185,13,204,0,0,0,0,0,18,0,0,1,0,0,17,1,1,0,3,0,2,1,0,0,14,0,4,0,0,1,17,0,5,0,2,0,17,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0
01.11.2020,0,13,0,2,1,0,0,0,33,0,44,0,1,0,0,0,17,0,0,0,2,0,8,0,3,0,0,0,35,0,8,1,0,0,2,0,10,0,1,0,3,0,23,0,0,0,24,1,3,0,0,0,10,0,44,1,1,0,2,2,46,4,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0
02.11.2020,228,21,71,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,2,0,17,0,2,1,3,0,34,4,11,1,2,0,2,1,7,0,0,1,13,0,7,0,0,0,0,0,0,0,7,0,0,0,10,2,2,0,3,0,8,1,2,0,4,0,0,0,0,1,3,0,6,0,0,1,2,0,2,0,0,0,0,0,16,0,3,0,2,0,0,0
03.11.2020,0,24,0,1,31,1,5,0,0,0,0,0,11,0,10,0,35,0,0,0,0,0,31,0,4,1,10,0,0,1,50,0,0,1,2,0,28,0,7,1,5,1,28,0,3,0,13,0,6,0,0,0,4,0,12,0,0,0,14,0,188,6,0,0,9,0,1,0,12,0,1,0,3,0,12,0,34,1,0,0,0,0,53,0,108,0,0,0,0,0,31,0
04.11.2020,416,15,87,0,1,0,2,2,2,0,8,0,5,0,4,0,0,0,6,0,0,0,0,0,32,2,23,1,51,1,0,0,2,0,7,0,32,0,0,0,1,1,0,0,0,0,20,0,6,0,9,0,0,0,7,0,16,0,14,1,0,0,3,0,0,0,21,0,23,0,15,0,1,0,10,0,1,0,6,0,7,0,1,2,23,0,0,0,6,0,6,0
05.11.2020,350,19,198,1,3,0,1,1,12,0,15,0,0,0,2,1,11,0,0,0,1,0,20,0,25,0,4,0,39,1,28,0,1,0,11,1,0,0,7,0,7,0,14,0,0,1,17,2,1,0,3,0,0,0,63,1,0,1,4,0,72,2,6,0,0,0,1,0,0,0,29,0,0,0,10,0,1,0,6,0,22,0,19,0,0,1,0,0,6,0,0,0
06.11.2020,0,16,0,1,25,0,5,2,5,0,30,0,2,0,2,0,0,0,20,0,2,0,38,0,24,1,30,4,0,0,36,0,1,0,11,0,53,0,4,1,15,1,6,0,,0,0,1,1,0,0,0,0,0,8,0,1,0,6,0,62,0,4,0,0,0,13,1,13,0,21,0,0,0,13,0,0,0,5,0,18,0,21,0,63,1,1,0,5,0,0,0
07.11.2020,337,8,84,1,0,0,0,0,0,0,50,0,0,0,1,0,14,0,3,0,1,0,0,0,17,0,0,0,45,0,4,0,4,0,1,0,0,0,21,0,1,0,1,0,0,0,9,0,0,0,12,0,0,0,2,0,1,0,0,0,18,1,0,0,0,0,1,0,2,0,21,1,0,0,0,0,0,0,3,0,4,0,33,0,0,0,0,0,3,0,0,0
08.11.2020,0,21,82,0,0,0,1,0,1,0,39,0,2,0,0,0,0,0,4,1,2,1,28,1,18,0,4,0,52,1,9,0,0,0,7,2,13,1,1,0,0,0,4,0,4,1,14,0,0,0,0,1,0,0,8,0,0,0,3,0,0,3,5,0,3,0,5,0,3,0,17,0,0,0,0,0,1,1,1,0,1,0,1,0,34,4,2,0,1,0,0,0
09.11.2020,323,25,0,1,20,0,19,0,2,0,0,0,5,1,11,1,0,0,2,1,0,0,43,0,8,0,65,1,0,2,40,3,4,0,12,0,36,1,1,0,32,0,72,1,0,0,30,0,2,0,11,0,0,0,13,0,32,0,8,0,63,5,16,0,4,0,8,0,4,0,12,1,2,0,2,0,2,0,3,1,4,0,5,0,66,3,3,0,3,0,3,0
10.11.2020,439,20,250,0,0,1,0,0,17,0,0,0,2,0,0,0,9,0,8,0,0,0,21,0,24,1,0,2,59,4,0,1,5,0,8,1,30,0,22,1,1,0,32,0,0,0,0,0,1,0,0,0,0,0,14,0,1,0,3,0,6,1,11,0,0,0,1,0,1,0,41,0,0,0,20,1,51,0,0,0,1,0,1,0,38,1,2,0,0,0,1,0
11.11.2020,0,23,0,2,0,0,3,1,0,0,0,0,0,0,7,0,1,1,3,0,0,0,0,1,1,1,41,0,44,6,37,0,2,0,5,0,31,0,0,0,14,0,2,0,7,0,10,0,0,2,0,1,5,0,7,0,1,0,5,0,75,1,2,0,5,0,0,0,1,0,17,0,0,0,9,0,13,0,0,0,32,0,9,1,0,1,1,0,0,0,6,0
12.11.2020,630,14,183,1,0,0,17,0,7,0,30,1,15,0,2,0,3,0,2,0,1,0,31,0,37,0,75,2,0,0,123,0,10,0,22,1,17,0,1,0,2,0,5,0,9,0,24,1,2,0,9,0,0,0,15,0,0,0,4,0,0,1,5,0,13,0,1,0,4,0,7,0,0,0,0,0,7,0,1,0,4,0,0,0,24,3,3,0,1,0,0,0
13.11.2020,0,18,163,1,60,0,1,0,41,0,23,0,1,0,0,0,0,0,0,0,0,0,21,0,20,0,16,3,30,1,15,2,1,1,18,1,56,0,0,0,1,1,1,0,0,0,58,0,0,0,0,0,0,0,8,1,28,0,1,0,103,2,15,0,3,0,16,0,1,0,12,0,4,0,5,1,1,0,12,0,8,0,30,0,41,1,1,0,12,0,0,0
14.11.2020,379,14,0,0,0,0,0,0,4,0,14,0,0,0,3,0,1,0,4,0,2,0,0,0,7,1,0,0,71,2,139,0,1,0,5,1,8,0,12,0,6,0,2,0,0,0,0,0,1,0,2,0,0,0,21,0,0,0,16,0,31,0,4,1,0,0,0,0,1,0,14,0,1,0,0,0,2,0,7,0,2,0,6,0,29,1,0,0,7,0,0,0
15.11.2020,278,17,41,1,0,0,0,0,0,0,4,0,1,0,1,0,3,0,1,3,8,0,9,0,4,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,17,1,0,0,3,0,2,0,83,2,0,0,3,0,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,4,0,1,0
16.11.2020,0,11,59,0,12,0,1,0,13,0,32,0,0,0,9,0,1,0,0,0,0,0,25,1,2,0,2,0,100,3,28,0,1,0,15,0,29,0,0,0,1,0,20,0,8,0,32,0,5,0,0,0,0,0,20,0,1,0,2,0,0,0,0,0,0,0,10,0,0,0,40,0,3,0,23,0,0,0,7,0,1,0,1,0,14,3,9,0,7,0,1,0
17.11.2020,421,20,0,0,0,0,0,0,0,0,1,0,4,0,18,0,5,0,31,0,15,1,18,0,34,2,21,1,33,3,7,0,19,2,0,0,37,0,41,1,0,0,9,0,0,0,21,0,17,0,0,1,6,0,0,1,1,0,0,1,27,0,10,0,13,0,0,0,35,0,12,2,1,0,18,0,4,0,0,0,3,0,1,0,36,1,0,0,0,0,3,0
18.11.2020,0,18,110,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,28,2,26,0,0,2,6,0,8,2,29,1,48,0,12,0,0,0,63,1,0,0,0,0,2,0,0,0,17,0,43,1,0,0,16,1,36,2,12,0,0,0,16,1,0,0,11,0,0,0,10,0,2,0,1,0,4,0,8,0,53,0,0,0,1,0,0,0
19.11.2020,416,15,0,0,9,0,11,0,14,0,52,0,2,0,3,1,2,0,1,2,0,0,23,0,15,0,84,1,71,1,4,0,4,0,0,0,25,0,5,1,0,0,10,0,0,0,17,0,10,0,5,0,0,0,9,0,36,0,4,0,13,0,9,0,2,0,1,0,0,0,11,0,0,0,18,0,12,0,2,0,3,0,1,0,35,2,6,0,2,0,5,0
20.11.2020,412,12,102,0,0,0,0,0,79,0,27,0,2,0,5,0,4,0,11,0,2,0,22,0,12,0,4,4,41,2,39,0,0,0,24,0,30,0,7,0,4,0,28,0,3,0,25,0,1,0,0,0,0,0,26,3,93,0,4,0,0,1,4,0,8,0,12,0,0,0,30,1,0,0,9,0,3,0,0,0,17,0,26,0,0,0,0,0,0,1,0,0
21.11.2020,0,14,91,0,0,0,0,0,14,0,73,0,3,0,0,0,1,0,3,0,0,0,0,0,0,1,1,2,0,1,0,0,13,1,3,1,11,0,0,0,2,0,4,0,0,0,17,1,11,0,3,0,8,0,11,0,0,0,16,0,22,1,2,0,4,0,0,0,1,0,16,0,0,0,0,0,0,0,11,0,1,0,11,2,21,0,0,0,11,0,0,0
22.11.2020,230,7,0,0,0,0,0,0,0,0,18,0,1,0,3,0,0,1,1,0,0,0,12,0,1,1,2,0,22,0,6,0,4,0,9,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0
23.11.2020,0,17,19,0,5,0,0,2,0,0,21,0,0,0,4,0,17,0,0,0,3,0,27,0,0,0,0,0,122,5,13,0,6,1,3,0,0,0,38,0,6,0,0,0,0,0,25,3,2,1,1,0,0,0,0,1,0,0,22,0,7,0,0,0,0,0,0,0,0,0,10,1,0,0,4,0,0,0,0,0,0,0,17,0,33,1,0,0,0,0,4,0
